@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
1002,87,23,552,1038,0.34717,0.790909,0.13615,0.790909,0.86385,0.23231,0.375882,2.10414,0.037647
1003,87,23,551,1039,0.346541,0.790909,0.136364,0.790909,0.863636,0.23262,0.375294,2.107438,0.037658
1004,86,24,551,1039,0.346541,0.781818,0.135008,0.781818,0.864992,0.230254,0.374706,2.086485,0.037663
1005,86,24,550,1040,0.345912,0.781818,0.13522,0.781818,0.86478,0.230563,0.374118,2.089766,0.037673
1006,86,24,546,1044,0.343396,0.781818,0.136076,0.781818,0.863924,0.231806,0.371765,2.102992,0.037683
1007,86,24,545,1045,0.342767,0.781818,0.136292,0.781818,0.863708,0.232119,0.371176,2.106325,0.037704
1008,86,24,539,1051,0.338994,0.781818,0.1376,0.781818,0.8624,0.234014,0.367647,2.126545,0.037723
1009,86,24,538,1052,0.338365,0.781818,0.137821,0.781818,0.862179,0.234332,0.367059,2.129953,0.037729
1010,86,24,537,1053,0.337736,0.781818,0.138042,0.781818,0.861958,0.234652,0.366471,2.133372,0.037729
1011,86,24,534,1056,0.335849,0.781818,0.13871,0.781818,0.86129,0.235616,0.364706,2.143695,0.037734
1012,86,24,530,1060,0.333333,0.781818,0.13961,0.781818,0.86039,0.236915,0.362353,2.157615,0.03776
1013,86,24,529,1061,0.332704,0.781818,0.139837,0.781818,0.860163,0.237241,0.361765,2.161123,0.037764
1014,86,24,523,1067,0.328931,0.781818,0.141215,0.781818,0.858785,0.239221,0.358235,2.182415,0.037786
1015,86,24,522,1068,0.328302,0.781818,0.141447,0.781818,0.858553,0.239554,0.357647,2.186005,0.037788
1016,86,24,521,1069,0.327673,0.781818,0.14168,0.781818,0.85832,0.239888,0.357059,2.189606,0.037793
1017,86,24,517,1073,0.325157,0.781818,0.14262,0.781818,0.85738,0.241234,0.354706,2.204131,0.037803
1018,86,24,516,1074,0.324528,0.781818,0.142857,0.781818,0.857143,0.241573,0.354118,2.207792,0.037803
1019,86,24,515,1075,0.323899,0.781818,0.143095,0.781818,0.856905,0.241913,0.353529,2.211466,0.037807
1020,86,24,514,1076,0.32327,0.781818,0.143333,0.781818,0.856667,0.242254,0.352941,2.215152,0.037816
1021,86,24,513,1077,0.322642,0.781818,0.143573,0.781818,0.856427,0.242595,0.352353,2.21885,0.037822
1022,86,24,512,1078,0.322013,0.781818,0.143813,0.781818,0.856187,0.242938,0.351765,2.22256,0.03783
1023,86,24,511,1079,0.321384,0.781818,0.144054,0.781818,0.855946,0.243281,0.351176,2.226283,0.037851
1024,86,24,509,1081,0.320126,0.781818,0.144538,0.781818,0.855462,0.243972,0.35,2.233766,0.03786
1025,86,24,508,1082,0.319497,0.781818,0.144781,0.781818,0.855219,0.244318,0.349412,2.237527,0.037861
1026,86,24,507,1083,0.318868,0.781818,0.145025,0.781818,0.854975,0.244666,0.348824,2.2413,0.037869
1027,86,24,506,1084,0.318239,0.781818,0.14527,0.781818,0.85473,0.245014,0.348235,2.245086,0.037871
1028,86,24,505,1085,0.31761,0.781818,0.145516,0.781818,0.854484,0.245364,0.347647,2.248885,0.037874
1029,86,24,504,1086,0.316981,0.781818,0.145763,0.781818,0.854237,0.245714,0.347059,2.252696,0.037886
1030,86,24,503,1087,0.316352,0.781818,0.14601,0.781818,0.85399,0.246066,0.346471,2.256521,0.037887
1031,86,24,502,1088,0.315723,0.781818,0.146259,0.781818,0.853741,0.246418,0.345882,2.260359,0.037891
1032,86,24,501,1089,0.315094,0.781818,0.146508,0.781818,0.853492,0.246772,0.345294,2.264209,0.037904
1033,86,24,499,1091,0.313836,0.781818,0.147009,0.781818,0.852991,0.247482,0.344118,2.27195,0.037912
1034,86,24,498,1092,0.313208,0.781818,0.14726,0.781818,0.85274,0.247839,0.343529,2.275841,0.037924
1035,86,24,497,1093,0.312579,0.781818,0.147513,0.781818,0.852487,0.248196,0.342941,2.279744,0.037935
1036,86,24,496,1094,0.31195,0.781818,0.147766,0.781818,0.852234,0.248555,0.342353,2.283661,0.037943
1037,86,24,495,1095,0.311321,0.781818,0.148021,0.781818,0.851979,0.248915,0.341765,2.287592,0.037962
1038,86,24,494,1096,0.310692,0.781818,0.148276,0.781818,0.851724,0.249275,0.341176,2.291536,0.037963
1039,86,24,493,1097,0.310063,0.781818,0.148532,0.781818,0.851468,0.249637,0.340588,2.295494,0.037965
1040,86,24,492,1098,0.309434,0.781818,0.148789,0.781818,0.851211,0.25,0.34,2.299465,0.037967
1041,86,24,490,1100,0.308176,0.781818,0.149306,0.781818,0.850694,0.250729,0.338824,2.307449,0.037983
1042,86,24,489,1101,0.307547,0.781818,0.149565,0.781818,0.850435,0.251095,0.338235,2.311462,0.037987
1043,86,24,488,1102,0.306918,0.781818,0.149826,0.781818,0.850174,0.251462,0.337647,2.315489,0.037989
1044,86,24,482,1108,0.303145,0.781818,0.151408,0.781818,0.848592,0.253687,0.334118,2.339949,0.037997
1045,86,24,481,1109,0.302516,0.781818,0.151675,0.781818,0.848325,0.254062,0.333529,2.344076,0.037999
1046,86,24,479,1111,0.301258,0.781818,0.152212,0.781818,0.847788,0.254815,0.332353,2.352373,0.038012
1047,86,24,477,1113,0.3,0.781818,0.152753,0.781818,0.847247,0.255572,0.331176,2.36073,0.038016
1048,86,24,475,1115,0.298742,0.781818,0.153298,0.781818,0.846702,0.256334,0.33,2.369146,0.038017
1049,86,24,473,1117,0.297484,0.781818,0.153846,0.781818,0.846154,0.2571,0.328824,2.377622,0.038021
1050,86,24,472,1118,0.296855,0.781818,0.154122,0.781818,0.845878,0.257485,0.328235,2.381883,0.038036
1051,86,24,470,1120,0.295597,0.781818,0.154676,0.781818,0.845324,0.258258,0.327059,2.390451,0.038042
1052,86,24,468,1122,0.29434,0.781818,0.155235,0.781818,0.844765,0.259036,0.325882,2.399081,0.038046
1053,86,24,465,1125,0.292453,0.781818,0.15608,0.781818,0.84392,0.260212,0.324118,2.412143,0.038052
1054,86,24,464,1126,0.291824,0.781818,0.156364,0.781818,0.843636,0.260606,0.323529,2.416529,0.038054
1055,86,24,462,1128,0.290566,0.781818,0.156934,0.781818,0.843066,0.261398,0.322353,2.425348,0.038056
1056,86,24,460,1130,0.289308,0.781818,0.157509,0.781818,0.842491,0.262195,0.321176,2.434232,0.038057
1057,86,24,459,1131,0.288679,0.781818,0.157798,0.781818,0.842202,0.262595,0.320588,2.438699,0.038059
1058,86,24,458,1132,0.28805,0.781818,0.158088,0.781818,0.841912,0.262997,0.32,2.443182,0.038065
1059,86,24,457,1133,0.287421,0.781818,0.158379,0.781818,0.841621,0.2634,0.319412,2.447681,0.038068
1060,86,24,455,1135,0.286164,0.781818,0.158965,0.781818,0.841035,0.264209,0.318235,2.45673,0.038075
1061,86,24,453,1137,0.284906,0.781818,0.159555,0.781818,0.840445,0.265023,0.317059,2.465846,0.038077
1062,86,24,452,1138,0.284277,0.781818,0.159851,0.781818,0.840149,0.265432,0.316471,2.470429,0.038084
1063,86,24,451,1139,0.283648,0.781818,0.160149,0.781818,0.839851,0.265842,0.315882,2.47503,0.038087
1064,86,24,450,1140,0.283019,0.781818,0.160448,0.781818,0.839552,0.266254,0.315294,2.479647,0.038093
1065,86,24,449,1141,0.28239,0.781818,0.160748,0.781818,0.839252,0.266667,0.314706,2.484282,0.038096
1066,86,24,448,1142,0.281761,0.781818,0.161049,0.781818,0.838951,0.267081,0.314118,2.488934,0.038099
1067,86,24,447,1143,0.281132,0.781818,0.161351,0.781818,0.838649,0.267496,0.313529,2.493604,0.038103
1068,86,24,446,1144,0.280503,0.781818,0.161654,0.781818,0.838346,0.267913,0.312941,2.498291,0.038106
1069,86,24,445,1145,0.279874,0.781818,0.161959,0.781818,0.838041,0.268331,0.312353,2.502996,0.038123
1070,86,24,444,1146,0.279245,0.781818,0.162264,0.781818,0.837736,0.26875,0.311765,2.507719,0.038127
1071,86,24,443,1147,0.278616,0.781818,0.162571,0.781818,0.837429,0.269171,0.311176,2.512459,0.038137
1072,86,24,441,1149,0.277358,0.781818,0.163188,0.781818,0.836812,0.270016,0.31,2.521994,0.038139
1073,86,24,439,1151,0.276101,0.781818,0.16381,0.781818,0.83619,0.270866,0.308824,2.531602,0.038147
1074,86,24,436,1154,0.274214,0.781818,0.164751,0.781818,0.835249,0.272152,0.307059,2.546151,0.038147
1075,86,24,435,1155,0.273585,0.781818,0.165067,0.781818,0.834933,0.272583,0.306471,2.551038,0.038156
1076,86,24,434,1156,0.272956,0.781818,0.165385,0.781818,0.834615,0.273016,0.305882,2.555944,0.038163
1077,86,24,433,1157,0.272327,0.781818,0.165703,0.781818,0.834297,0.27345,0.305294,2.560869,0.038168
1078,86,24,431,1159,0.271069,0.781818,0.166344,0.781818,0.833656,0.274322,0.304118,2.570775,0.038177
1079,85,25,427,1163,0.268553,0.772727,0.166016,0.772727,0.833984,0.273312,0.301176,2.565696,0.038186
1080,85,25,426,1164,0.267925,0.772727,0.166341,0.772727,0.833659,0.273752,0.300588,2.570717,0.038196
1081,85,25,424,1166,0.266667,0.772727,0.166994,0.772727,0.833006,0.274637,0.299412,2.580818,0.038199
1082,85,25,423,1167,0.266038,0.772727,0.167323,0.772727,0.832677,0.275081,0.298824,2.585898,0.038216
1083,85,25,422,1168,0.265409,0.772727,0.167653,0.772727,0.832347,0.275527,0.298235,2.590999,0.038224
1084,85,25,421,1169,0.26478,0.772727,0.167984,0.772727,0.832016,0.275974,0.297647,2.596119,0.038224
1085,85,25,419,1171,0.263522,0.772727,0.168651,0.772727,0.831349,0.276873,0.296471,2.606421,0.038234
1086,85,25,417,1173,0.262264,0.772727,0.169323,0.772727,0.830677,0.277778,0.295294,2.616806,0.038239
1087,85,25,416,1174,0.261635,0.772727,0.169661,0.772727,0.830339,0.278232,0.294706,2.622029,0.03824
1088,85,25,415,1175,0.261006,0.772727,0.17,0.772727,0.83,0.278689,0.294118,2.627273,0.038243
1089,85,25,414,1176,0.260377,0.772727,0.170341,0.772727,0.829659,0.279146,0.293529,2.632538,0.038252
1090,85,25,413,1177,0.259748,0.772727,0.170683,0.772727,0.829317,0.279605,0.292941,2.637824,0.038256
1091,85,25,412,1178,0.259119,0.772727,0.171026,0.772727,0.828974,0.280066,0.292353,2.643132,0.038261
1092,85,25,410,1180,0.257862,0.772727,0.171717,0.772727,0.828283,0.280992,0.291176,2.653811,0.038264
1093,85,25,409,1181,0.257233,0.772727,0.172065,0.772727,0.827935,0.281457,0.290588,2.659183,0.03827
1094,85,25,407,1183,0.255975,0.772727,0.172764,0.772727,0.827236,0.282392,0.289412,2.669993,0.038279
1095,85,25,406,1184,0.255346,0.772727,0.173116,0.772727,0.826884,0.282862,0.288824,2.67543,0.038286
1096,85,25,405,1185,0.254717,0.772727,0.173469,0.772727,0.826531,0.283333,0.288235,2.680891,0.038287
1097,85,25,404,1186,0.254088,0.772727,0.173824,0.772727,0.826176,0.283806,0.287647,2.686373,0.038288
1098,85,25,403,1187,0.253459,0.772727,0.17418,0.772727,0.82582,0.284281,0.287059,2.691878,0.038306
1099,85,25,402,1188,0.25283,0.772727,0.174538,0.772727,0.825462,0.284757,0.286471,2.697405,0.038332
1100,85,25,401,1189,0.252201,0.772727,0.174897,0.772727,0.825103,0.285235,0.285882,2.702955,0.038336
1101,85,25,400,1190,0.251572,0.772727,0.175258,0.772727,0.824742,0.285714,0.285294,2.708529,0.038349
1102,85,25,398,1192,0.250314,0.772727,0.175983,0.772727,0.824017,0.286678,0.284118,2.719744,0.038357
1103,85,25,397,1193,0.249686,0.772727,0.176349,0.772727,0.823651,0.287162,0.283529,2.725387,0.038422
1104,85,25,396,1194,0.249057,0.772727,0.176715,0.772727,0.823285,0.287648,0.282941,2.731053,0.038445
1105,85,25,395,1195,0.248428,0.772727,0.177083,0.772727,0.822917,0.288136,0.282353,2.736742,0.038696
1106,85,25,394,1196,0.247799,0.772727,0.177453,0.772727,0.822547,0.288625,0.281765,2.742456,0.038796
1107,85,25,393,1197,0.24717,0.772727,0.177824,0.772727,0.822176,0.289116,0.281176,2.748193,0.038875
1108,85,25,392,1198,0.246541,0.772727,0.178197,0.772727,0.821803,0.289608,0.280588,2.753955,0.038884
1109,85,25,391,1199,0.245912,0.772727,0.178571,0.772727,0.821429,0.290102,0.28,2.75974,0.038975
1110,85,25,390,1200,0.245283,0.772727,0.178947,0.772727,0.821053,0.290598,0.279412,2.76555,0.039016
1111,85,25,389,1201,0.244654,0.772727,0.179325,0.772727,0.820675,0.291096,0.278824,2.771385,0.039111
1112,85,25,388,1202,0.244025,0.772727,0.179704,0.772727,0.820296,0.291595,0.278235,2.777244,0.039156
1113,85,25,387,1203,0.243396,0.772727,0.180085,0.772727,0.819915,0.292096,0.277647,2.783128,0.039196
1114,85,25,386,1204,0.242767,0.772727,0.180467,0.772727,0.819533,0.292599,0.277059,2.789037,0.039257
1115,85,25,385,1205,0.242138,0.772727,0.180851,0.772727,0.819149,0.293103,0.276471,2.794971,0.039258
1116,85,25,384,1206,0.241509,0.772727,0.181237,0.772727,0.818763,0.29361,0.275882,2.80093,0.03927
1117,85,25,383,1207,0.240881,0.772727,0.181624,0.772727,0.818376,0.294118,0.275294,2.806915,0.039312
1118,85,25,382,1208,0.240252,0.772727,0.182013,0.772727,0.817987,0.294627,0.274706,2.812926,0.039405
1119,85,25,381,1209,0.239623,0.772727,0.182403,0.772727,0.817597,0.295139,0.274118,2.818962,0.039423
1120,85,25,380,1210,0.238994,0.772727,0.182796,0.772727,0.817204,0.295652,0.273529,2.825024,0.039436
1121,85,25,379,1211,0.238365,0.772727,0.18319,0.772727,0.81681,0.296167,0.272941,2.831113,0.039455
1122,85,25,378,1212,0.237736,0.772727,0.183585,0.772727,0.816415,0.296684,0.272353,2.837228,0.03953
1123,85,25,377,1213,0.237107,0.772727,0.183983,0.772727,0.816017,0.297203,0.271765,2.843369,0.03954
1124,85,25,376,1214,0.236478,0.772727,0.184382,0.772727,0.815618,0.297723,0.271176,2.849537,0.039705
1125,85,25,375,1215,0.235849,0.772727,0.184783,0.772727,0.815217,0.298246,0.270588,2.855731,0.039734
1126,85,25,374,1216,0.23522,0.772727,0.185185,0.772727,0.814815,0.29877,0.27,2.861953,0.039776
1127,85,25,373,1217,0.234591,0.772727,0.18559,0.772727,0.81441,0.299296,0.269412,2.868202,0.039809
1128,85,25,372,1218,0.233962,0.772727,0.185996,0.772727,0.814004,0.299824,0.268824,2.874478,0.039859
1129,85,25,371,1219,0.233333,0.772727,0.186404,0.772727,0.813596,0.300353,0.268235,2.880781,0.040076
1130,85,25,370,1220,0.232704,0.772727,0.186813,0.772727,0.813187,0.300885,0.267647,2.887113,0.040083
1131,85,25,369,1221,0.232075,0.772727,0.187225,0.772727,0.812775,0.301418,0.267059,2.893472,0.040217
1132,85,25,368,1222,0.231447,0.772727,0.187638,0.772727,0.812362,0.301954,0.266471,2.89986,0.040223
1133,85,25,367,1223,0.230818,0.772727,0.188053,0.772727,0.811947,0.302491,0.265882,2.906275,0.040263
1134,85,25,366,1224,0.230189,0.772727,0.18847,0.772727,0.81153,0.30303,0.265294,2.912719,0.04027
1135,85,25,365,1225,0.22956,0.772727,0.188889,0.772727,0.811111,0.303571,0.264706,2.919192,0.040395
1136,85,25,364,1226,0.228931,0.772727,0.18931,0.772727,0.81069,0.304114,0.264118,2.925693,0.040537
1137,84,26,364,1226,0.228931,0.763636,0.1875,0.763636,0.8125,0.301075,0.263529,2.897727,0.040659
1138,84,26,363,1227,0.228302,0.763636,0.187919,0.763636,0.812081,0.301616,0.262941,2.90421,0.040662
1139,84,26,362,1228,0.227673,0.763636,0.188341,0.763636,0.811659,0.302158,0.262353,2.910722,0.040783
1140,84,26,361,1229,0.227044,0.763636,0.188764,0.763636,0.811236,0.302703,0.261765,2.917263,0.040832
1141,84,26,360,1230,0.226415,0.763636,0.189189,0.763636,0.810811,0.303249,0.261176,2.923833,0.040912
1142,84,26,359,1231,0.225786,0.763636,0.189616,0.763636,0.810384,0.303797,0.260588,2.930433,0.041003
1143,84,26,358,1232,0.225157,0.763636,0.190045,0.763636,0.809955,0.304348,0.26,2.937063,0.04127
1144,84,26,357,1233,0.224528,0.763636,0.190476,0.763636,0.809524,0.3049,0.259412,2.943723,0.04132
1145,84,26,356,1234,0.223899,0.763636,0.190909,0.763636,0.809091,0.305455,0.258824,2.950413,0.041376
1146,84,26,355,1235,0.22327,0.763636,0.191344,0.763636,0.808656,0.306011,0.258235,2.957134,0.041391
1147,84,26,354,1236,0.222642,0.763636,0.191781,0.763636,0.808219,0.306569,0.257647,2.963885,0.041436
1148,84,26,353,1237,0.222013,0.763636,0.19222,0.763636,0.80778,0.30713,0.257059,2.970668,0.041442
1149,84,26,352,1238,0.221384,0.763636,0.192661,0.763636,0.807339,0.307692,0.256471,2.977481,0.041789
1150,84,26,351,1239,0.220755,0.763636,0.193103,0.763636,0.806897,0.308257,0.255882,2.984326,0.041978
1151,84,26,350,1240,0.220126,0.763636,0.193548,0.763636,0.806452,0.308824,0.255294,2.991202,0.042107
1152,83,27,350,1240,0.220126,0.754545,0.191686,0.754545,0.808314,0.305709,0.254706,2.962419,0.042168
1153,83,27,349,1241,0.219497,0.754545,0.19213,0.754545,0.80787,0.306273,0.254118,2.969276,0.042278
1154,83,27,348,1242,0.218868,0.754545,0.192575,0.754545,0.807425,0.306839,0.253529,2.976165,0.042512
1155,83,27,347,1243,0.218239,0.754545,0.193023,0.754545,0.806977,0.307407,0.252941,2.983087,0.042629
1156,83,27,346,1244,0.21761,0.754545,0.193473,0.754545,0.806527,0.307978,0.252353,2.99004,0.04264
1157,83,27,345,1245,0.216981,0.754545,0.193925,0.754545,0.806075,0.30855,0.251765,2.997026,0.042664
1158,83,27,344,1246,0.216352,0.754545,0.194379,0.754545,0.805621,0.309125,0.251176,3.004045,0.042685
1159,83,27,343,1247,0.215723,0.754545,0.194836,0.754545,0.805164,0.309701,0.250588,3.011097,0.042931
1160,83,27,342,1248,0.215094,0.754545,0.195294,0.754545,0.804706,0.31028,0.25,3.018182,0.042948
1161,83,27,341,1249,0.214465,0.754545,0.195755,0.754545,0.804245,0.310861,0.249412,3.0253,0.043031
1162,83,27,340,1250,0.213836,0.754545,0.196217,0.754545,0.803783,0.311445,0.248824,3.032452,0.04312
1163,83,27,339,1251,0.213208,0.754545,0.196682,0.754545,0.803318,0.31203,0.248235,3.039638,0.043282
1164,83,27,338,1252,0.212579,0.754545,0.19715,0.754545,0.80285,0.312618,0.247647,3.046858,0.043382
1165,83,27,337,1253,0.21195,0.754545,0.197619,0.754545,0.802381,0.313208,0.247059,3.054113,0.043468
1166,83,27,336,1254,0.211321,0.754545,0.198091,0.754545,0.801909,0.3138,0.246471,3.061402,0.043526
1167,83,27,335,1255,0.210692,0.754545,0.198565,0.754545,0.801435,0.314394,0.245882,3.068726,0.04364
1168,83,27,334,1256,0.210063,0.754545,0.199041,0.754545,0.800959,0.314991,0.245294,3.076085,0.043713
1169,83,27,333,1257,0.209434,0.754545,0.199519,0.754545,0.800481,0.315589,0.244706,3.083479,0.043739
1170,82,28,333,1257,0.209434,0.745455,0.19759,0.745455,0.80241,0.312381,0.244118,3.053669,0.04377
1171,82,28,332,1258,0.208805,0.745455,0.198068,0.745455,0.801932,0.312977,0.243529,3.061045,0.043817
1172,82,28,331,1259,0.208176,0.745455,0.198547,0.745455,0.801453,0.313576,0.242941,3.068457,0.043869
1173,82,28,330,1260,0.207547,0.745455,0.199029,0.745455,0.800971,0.314176,0.242353,3.075905,0.04407
1174,82,28,329,1261,0.206918,0.745455,0.199513,0.745455,0.800487,0.314779,0.241765,3.083389,0.044074
1175,81,29,329,1261,0.206918,0.736364,0.197561,0.736364,0.802439,0.311538,0.241176,3.053215,0.044266
1176,81,29,328,1262,0.206289,0.736364,0.198044,0.736364,0.801956,0.312139,0.240588,3.06068,0.044376
1177,81,29,327,1263,0.20566,0.736364,0.198529,0.736364,0.801471,0.312741,0.24,3.068182,0.044377
1178,81,29,326,1264,0.205031,0.736364,0.199017,0.736364,0.800983,0.313346,0.239412,3.07572,0.044415
1179,81,29,325,1265,0.204403,0.736364,0.199507,0.736364,0.800493,0.313953,0.238824,3.083296,0.044427
1180,81,29,324,1266,0.203774,0.736364,0.2,0.736364,0.8,0.314563,0.238235,3.090909,0.044455
1181,81,29,323,1267,0.203145,0.736364,0.200495,0.736364,0.799505,0.315175,0.237647,3.09856,0.044513
1182,81,29,322,1268,0.202516,0.736364,0.200993,0.736364,0.799007,0.315789,0.237059,3.106249,0.044639
1183,81,29,321,1269,0.201887,0.736364,0.201493,0.736364,0.798507,0.316406,0.236471,3.113976,0.044791
1184,81,29,320,1270,0.201258,0.736364,0.201995,0.736364,0.798005,0.317025,0.235882,3.121741,0.044822
1185,81,29,319,1271,0.200629,0.736364,0.2025,0.736364,0.7975,0.317647,0.235294,3.129545,0.044893
1186,81,29,318,1272,0.2,0.736364,0.203008,0.736364,0.796992,0.318271,0.234706,3.137389,0.044947
1187,81,29,317,1273,0.199371,0.736364,0.203518,0.736364,0.796482,0.318898,0.234118,3.145272,0.045148
1188,81,29,316,1274,0.198742,0.736364,0.20403,0.736364,0.79597,0.319527,0.233529,3.153194,0.045167
1189,81,29,315,1275,0.198113,0.736364,0.204545,0.736364,0.795455,0.320158,0.232941,3.161157,0.045212
1190,81,29,314,1276,0.197484,0.736364,0.205063,0.736364,0.794937,0.320792,0.232353,3.16916,0.045471
1191,81,29,313,1277,0.196855,0.736364,0.205584,0.736364,0.794416,0.321429,0.231765,3.177204,0.045618
1192,81,29,312,1278,0.196226,0.736364,0.206107,0.736364,0.793893,0.322068,0.231176,3.185288,0.045767
1193,81,29,311,1279,0.195597,0.736364,0.206633,0.736364,0.793367,0.322709,0.230588,3.193414,0.045942
1194,81,29,310,1280,0.194969,0.736364,0.207161,0.736364,0.792839,0.323353,0.23,3.201581,0.046006
1195,81,29,309,1281,0.19434,0.736364,0.207692,0.736364,0.792308,0.324,0.229412,3.20979,0.046111
1196,81,29,308,1282,0.193711,0.736364,0.208226,0.736364,0.791774,0.324649,0.228824,3.218042,0.046169
1197,81,29,307,1283,0.193082,0.736364,0.208763,0.736364,0.791237,0.325301,0.228235,3.226336,0.046279
1198,81,29,306,1284,0.192453,0.736364,0.209302,0.736364,0.790698,0.325956,0.227647,3.234672,0.046336
1199,81,29,305,1285,0.191824,0.736364,0.209845,0.736364,0.790155,0.326613,0.227059,3.243052,0.046379
1200,81,29,304,1286,0.191195,0.736364,0.21039,0.736364,0.78961,0.327273,0.226471,3.251476,0.046405
1201,81,29,303,1287,0.190566,0.736364,0.210938,0.736364,0.789063,0.327935,0.225882,3.259943,0.046521
1202,81,29,302,1288,0.189937,0.736364,0.211488,0.736364,0.788512,0.3286,0.225294,3.268455,0.04684
1203,81,29,301,1289,0.189308,0.736364,0.212042,0.736364,0.787958,0.329268,0.224706,3.277011,0.046995
1204,81,29,300,1290,0.188679,0.736364,0.212598,0.736364,0.787402,0.329939,0.224118,3.285612,0.047024
1205,81,29,299,1291,0.18805,0.736364,0.213158,0.736364,0.786842,0.330612,0.223529,3.294258,0.047036
1206,80,30,299,1291,0.18805,0.727273,0.211082,0.727273,0.788918,0.327198,0.222941,3.262173,0.047079
1207,80,30,298,1292,0.187421,0.727273,0.21164,0.727273,0.78836,0.327869,0.222353,3.270803,0.047247
1208,80,30,297,1293,0.186792,0.727273,0.212202,0.727273,0.787798,0.328542,0.221765,3.279479,0.047275
1209,80,30,296,1294,0.186164,0.727273,0.212766,0.727273,0.787234,0.329218,0.221176,3.288201,0.047343
1210,80,30,295,1295,0.185535,0.727273,0.213333,0.727273,0.786667,0.329897,0.220588,3.29697,0.047368
1211,80,30,294,1296,0.184906,0.727273,0.213904,0.727273,0.786096,0.330579,0.22,3.305785,0.047491
1212,80,30,293,1297,0.184277,0.727273,0.214477,0.727273,0.785523,0.331263,0.219412,3.314648,0.047551
1213,80,30,292,1298,0.183648,0.727273,0.215054,0.727273,0.784946,0.33195,0.218824,3.323558,0.047585
1214,80,30,291,1299,0.183019,0.727273,0.215633,0.727273,0.784367,0.33264,0.218235,3.332517,0.047672
1215,80,30,290,1300,0.18239,0.727273,0.216216,0.727273,0.783784,0.333333,0.217647,3.341523,0.047696
1216,80,30,289,1301,0.181761,0.727273,0.216802,0.727273,0.783198,0.334029,0.217059,3.350579,0.047699
1217,80,30,288,1302,0.181132,0.727273,0.217391,0.727273,0.782609,0.334728,0.216471,3.359684,0.047764
1218,80,30,287,1303,0.180503,0.727273,0.217984,0.727273,0.782016,0.33543,0.215882,3.368838,0.047928
1219,80,30,286,1304,0.179874,0.727273,0.218579,0.727273,0.781421,0.336134,0.215294,3.378043,0.048078
1220,80,30,285,1305,0.179245,0.727273,0.219178,0.727273,0.780822,0.336842,0.214706,3.387298,0.048113
1221,80,30,284,1306,0.178616,0.727273,0.21978,0.727273,0.78022,0.337553,0.214118,3.396603,0.048125
1222,80,30,283,1307,0.177987,0.727273,0.220386,0.727273,0.779614,0.338266,0.213529,3.40596,0.048217
1223,80,30,282,1308,0.177358,0.727273,0.220994,0.727273,0.779006,0.338983,0.212941,3.415369,0.048241
1224,80,30,281,1309,0.17673,0.727273,0.221607,0.727273,0.778393,0.339703,0.212353,3.42483,0.048286
1225,79,31,281,1309,0.17673,0.718182,0.219444,0.718182,0.780556,0.33617,0.211765,3.391414,0.048295
1226,79,31,280,1310,0.176101,0.718182,0.220056,0.718182,0.779944,0.336887,0.211176,3.400861,0.048407
1227,79,31,279,1311,0.175472,0.718182,0.22067,0.718182,0.77933,0.337607,0.210588,3.410361,0.048612
1228,79,31,278,1312,0.174843,0.718182,0.221289,0.718182,0.778711,0.33833,0.21,3.419913,0.048834
1229,79,31,277,1313,0.174214,0.718182,0.22191,0.718182,0.77809,0.339056,0.209412,3.42952,0.04901
1230,79,31,276,1314,0.173585,0.718182,0.222535,0.718182,0.777465,0.339785,0.208824,3.439181,0.049078
1231,79,31,275,1315,0.172956,0.718182,0.223164,0.718182,0.776836,0.340517,0.208235,3.448896,0.049094
1232,79,31,274,1316,0.172327,0.718182,0.223796,0.718182,0.776204,0.341253,0.207647,3.458666,0.049362
1233,79,31,273,1317,0.171698,0.718182,0.224432,0.718182,0.775568,0.341991,0.207059,3.468492,0.049393
1234,78,32,273,1317,0.171698,0.709091,0.222222,0.709091,0.777778,0.338395,0.206471,3.434343,0.049571
1235,78,32,272,1318,0.171069,0.709091,0.222857,0.709091,0.777143,0.33913,0.205882,3.444156,0.049576
1236,77,33,272,1318,0.171069,0.7,0.22063,0.7,0.77937,0.335512,0.205294,3.409742,0.049583
1237,77,33,271,1319,0.17044,0.7,0.221264,0.7,0.778736,0.336245,0.204706,3.41954,0.049931
1238,76,34,271,1319,0.17044,0.690909,0.21902,0.690909,0.78098,0.332604,0.204118,3.384857,0.050003
1239,76,34,270,1320,0.169811,0.690909,0.219653,0.690909,0.780347,0.333333,0.203529,3.39464,0.050046
1240,76,34,269,1321,0.169182,0.690909,0.22029,0.690909,0.77971,0.334066,0.202941,3.40448,0.050077
1241,76,34,268,1322,0.168553,0.690909,0.22093,0.690909,0.77907,0.334802,0.202353,3.414376,0.050091
1242,76,34,267,1323,0.167925,0.690909,0.221574,0.690909,0.778426,0.335541,0.201765,3.424331,0.050207
1243,76,34,266,1324,0.167296,0.690909,0.222222,0.690909,0.777778,0.336283,0.201176,3.434343,0.050399
