@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
498,106,4,1095,495,0.688679,0.963636,0.08826,0.963636,0.91174,0.161709,0.706471,1.364015,0.019468
499,106,4,1094,496,0.68805,0.963636,0.088333,0.963636,0.911667,0.161832,0.705882,1.365152,0.019469
500,106,4,1093,497,0.687421,0.963636,0.088407,0.963636,0.911593,0.161956,0.705294,1.36629,0.019473
501,106,4,1092,498,0.686792,0.963636,0.088481,0.963636,0.911519,0.16208,0.704706,1.367431,0.019557
502,106,4,1091,499,0.686164,0.963636,0.088555,0.963636,0.911445,0.162204,0.704118,1.368573,0.01957
503,106,4,1090,500,0.685535,0.963636,0.088629,0.963636,0.911371,0.162328,0.703529,1.369717,0.019619
504,106,4,1089,501,0.684906,0.963636,0.088703,0.963636,0.911297,0.162452,0.702941,1.370863,0.019695
505,106,4,1087,503,0.683648,0.963636,0.088852,0.963636,0.911148,0.162701,0.701765,1.373162,0.0197
506,106,4,1086,504,0.683019,0.963636,0.088926,0.963636,0.911074,0.162826,0.701176,1.374314,0.019726
507,106,4,1085,505,0.68239,0.963636,0.089001,0.963636,0.910999,0.162952,0.700588,1.375468,0.019755
508,106,4,1084,506,0.681761,0.963636,0.089076,0.963636,0.910924,0.163077,0.7,1.376623,0.019757
509,106,4,1083,507,0.681132,0.963636,0.089151,0.963636,0.910849,0.163202,0.699412,1.377781,0.019757
510,106,4,1082,508,0.680503,0.963636,0.089226,0.963636,0.910774,0.163328,0.698824,1.378941,0.019957
511,106,4,1081,509,0.679874,0.963636,0.089301,0.963636,0.910699,0.163454,0.698235,1.380103,0.019974
512,106,4,1080,510,0.679245,0.963636,0.089376,0.963636,0.910624,0.16358,0.697647,1.381266,0.020014
513,106,4,1079,511,0.678616,0.963636,0.089451,0.963636,0.910549,0.163707,0.697059,1.382432,0.02006
514,106,4,1078,512,0.677987,0.963636,0.089527,0.963636,0.910473,0.163833,0.696471,1.3836,0.020074
515,106,4,1077,513,0.677358,0.963636,0.089603,0.963636,0.910397,0.16396,0.695882,1.384769,0.020152
516,106,4,1076,514,0.67673,0.963636,0.089679,0.963636,0.910321,0.164087,0.695294,1.385941,0.020168
517,106,4,1075,515,0.676101,0.963636,0.089754,0.963636,0.910246,0.164214,0.694706,1.387114,0.020201
518,106,4,1074,516,0.675472,0.963636,0.089831,0.963636,0.910169,0.164341,0.694118,1.38829,0.020202
519,106,4,1073,517,0.674843,0.963636,0.089907,0.963636,0.910093,0.164469,0.693529,1.389467,0.020247
520,106,4,1072,518,0.674214,0.963636,0.089983,0.963636,0.910017,0.164596,0.692941,1.390647,0.020265
521,106,4,1071,519,0.673585,0.963636,0.090059,0.963636,0.909941,0.164724,0.692353,1.391828,0.020321
522,106,4,1070,520,0.672956,0.963636,0.090136,0.963636,0.909864,0.164852,0.691765,1.393012,0.02034
523,106,4,1069,521,0.672327,0.963636,0.090213,0.963636,0.909787,0.164981,0.691176,1.394197,0.0204
524,106,4,1068,522,0.671698,0.963636,0.09029,0.963636,0.90971,0.165109,0.690588,1.395385,0.020412
525,106,4,1067,523,0.671069,0.963636,0.090367,0.963636,0.909633,0.165238,0.69,1.396574,0.020507
526,106,4,1066,524,0.67044,0.963636,0.090444,0.963636,0.909556,0.165367,0.689412,1.397766,0.020513
527,106,4,1065,525,0.669811,0.963636,0.090521,0.963636,0.909479,0.165496,0.688824,1.39896,0.020527
528,106,4,1064,526,0.669182,0.963636,0.090598,0.963636,0.909402,0.165625,0.688235,1.400155,0.02056
529,106,4,1063,527,0.668553,0.963636,0.090676,0.963636,0.909324,0.165754,0.687647,1.401353,0.020571
530,106,4,1062,528,0.667925,0.963636,0.090753,0.963636,0.909247,0.165884,0.687059,1.402553,0.020596
531,106,4,1061,529,0.667296,0.963636,0.090831,0.963636,0.909169,0.166014,0.686471,1.403755,0.02062
532,106,4,1060,530,0.666667,0.963636,0.090909,0.963636,0.909091,0.166144,0.685882,1.404959,0.020679
533,106,4,1059,531,0.666038,0.963636,0.090987,0.963636,0.909013,0.166275,0.685294,1.406165,0.020747
534,106,4,1058,532,0.665409,0.963636,0.091065,0.963636,0.908935,0.166405,0.684706,1.407373,0.020825
535,106,4,1057,533,0.66478,0.963636,0.091144,0.963636,0.908856,0.166536,0.684118,1.408583,0.020893
536,106,4,1056,534,0.664151,0.963636,0.091222,0.963636,0.908778,0.166667,0.683529,1.409795,0.020898
537,106,4,1055,535,0.663522,0.963636,0.091301,0.963636,0.908699,0.166798,0.682941,1.411009,0.020909
538,106,4,1054,536,0.662893,0.963636,0.091379,0.963636,0.908621,0.166929,0.682353,1.412226,0.020924
539,106,4,1053,537,0.662264,0.963636,0.091458,0.963636,0.908542,0.167061,0.681765,1.413444,0.021006
540,105,5,1053,537,0.662264,0.954545,0.090674,0.954545,0.909326,0.165615,0.681176,1.401319,0.021028
541,105,5,1052,538,0.661635,0.954545,0.090752,0.954545,0.909248,0.165746,0.680588,1.40253,0.02103
542,105,5,1051,539,0.661006,0.954545,0.09083,0.954545,0.90917,0.165877,0.68,1.403743,0.021031
543,105,5,1050,540,0.660377,0.954545,0.090909,0.954545,0.909091,0.166008,0.679412,1.404959,0.021082
544,105,5,1049,541,0.659748,0.954545,0.090988,0.954545,0.909012,0.166139,0.678824,1.406176,0.021166
545,105,5,1048,542,0.659119,0.954545,0.091067,0.954545,0.908933,0.166271,0.678235,1.407396,0.0212
546,105,5,1047,543,0.658491,0.954545,0.091146,0.954545,0.908854,0.166403,0.677647,1.408617,0.021251
547,105,5,1046,544,0.657862,0.954545,0.091225,0.954545,0.908775,0.166534,0.677059,1.409841,0.021262
548,105,5,1045,545,0.657233,0.954545,0.091304,0.954545,0.908696,0.166667,0.676471,1.411067,0.021323
549,105,5,1044,546,0.656604,0.954545,0.091384,0.954545,0.908616,0.166799,0.675882,1.412295,0.021341
550,105,5,1043,547,0.655975,0.954545,0.091463,0.954545,0.908537,0.166932,0.675294,1.413525,0.021381
551,105,5,1042,548,0.655346,0.954545,0.091543,0.954545,0.908457,0.167064,0.674706,1.414758,0.021406
552,105,5,1041,549,0.654717,0.954545,0.091623,0.954545,0.908377,0.167197,0.674118,1.415992,0.021413
553,105,5,1040,550,0.654088,0.954545,0.091703,0.954545,0.908297,0.167331,0.673529,1.417229,0.021419
554,105,5,1039,551,0.653459,0.954545,0.091783,0.954545,0.908217,0.167464,0.672941,1.418468,0.021466
555,105,5,1038,552,0.65283,0.954545,0.091864,0.954545,0.908136,0.167598,0.672353,1.419709,0.021478
556,105,5,1037,553,0.652201,0.954545,0.091944,0.954545,0.908056,0.167732,0.671765,1.420952,0.021505
557,105,5,1036,554,0.651572,0.954545,0.092025,0.954545,0.907975,0.167866,0.671176,1.422197,0.021512
558,105,5,1035,555,0.650943,0.954545,0.092105,0.954545,0.907895,0.168,0.670588,1.423445,0.021557
559,104,6,1035,555,0.650943,0.945455,0.091308,0.945455,0.908692,0.166533,0.67,1.411126,0.021569
560,104,6,1034,556,0.650314,0.945455,0.091388,0.945455,0.908612,0.166667,0.669412,1.412366,0.02165
561,104,6,1033,557,0.649686,0.945455,0.091469,0.945455,0.908531,0.1668,0.668824,1.413608,0.021666
562,104,6,1032,558,0.649057,0.945455,0.091549,0.945455,0.908451,0.166934,0.668235,1.414853,0.021678
563,104,6,1031,559,0.648428,0.945455,0.09163,0.945455,0.90837,0.167068,0.667647,1.416099,0.021752
564,104,6,1030,560,0.647799,0.945455,0.091711,0.945455,0.908289,0.167203,0.667059,1.417348,0.021791
565,104,6,1029,561,0.64717,0.945455,0.091792,0.945455,0.908208,0.167337,0.666471,1.418599,0.021802
566,104,6,1028,562,0.646541,0.945455,0.091873,0.945455,0.908127,0.167472,0.665882,1.419852,0.021812
567,104,6,1027,563,0.645912,0.945455,0.091954,0.945455,0.908046,0.167607,0.665294,1.421108,0.021844
568,104,6,1026,564,0.645283,0.945455,0.092035,0.945455,0.907965,0.167742,0.664706,1.422365,0.021895
569,104,6,1025,565,0.644654,0.945455,0.092117,0.945455,0.907883,0.167877,0.664118,1.423625,0.021901
570,104,6,1024,566,0.644025,0.945455,0.092199,0.945455,0.907801,0.168013,0.663529,1.424887,0.021954
571,104,6,1023,567,0.643396,0.945455,0.09228,0.945455,0.90772,0.168149,0.662941,1.426151,0.021956
572,104,6,1022,568,0.642767,0.945455,0.092362,0.945455,0.907638,0.168285,0.662353,1.427418,0.021965
573,104,6,1021,569,0.642138,0.945455,0.092444,0.945455,0.907556,0.168421,0.661765,1.428687,0.02197
574,104,6,1020,570,0.641509,0.945455,0.092527,0.945455,0.907473,0.168558,0.661176,1.429958,0.022001
575,104,6,1019,571,0.640881,0.945455,0.092609,0.945455,0.907391,0.168694,0.660588,1.431231,0.022002
576,104,6,1018,572,0.640252,0.945455,0.092692,0.945455,0.907308,0.168831,0.66,1.432507,0.022172
577,104,6,1017,573,0.639623,0.945455,0.092774,0.945455,0.907226,0.168968,0.659412,1.433785,0.022177
578,104,6,1016,574,0.638994,0.945455,0.092857,0.945455,0.907143,0.169106,0.658824,1.435065,0.022212
579,104,6,1015,575,0.638365,0.945455,0.09294,0.945455,0.90706,0.169243,0.658235,1.436347,0.02224
580,104,6,1014,576,0.637736,0.945455,0.093023,0.945455,0.906977,0.169381,0.657647,1.437632,0.022354
581,104,6,1013,577,0.637107,0.945455,0.093107,0.945455,0.906893,0.169519,0.657059,1.438919,0.022362
582,104,6,1012,578,0.636478,0.945455,0.09319,0.945455,0.90681,0.169657,0.656471,1.440209,0.022363
583,103,7,1012,578,0.636478,0.936364,0.092377,0.936364,0.907623,0.168163,0.655882,1.42764,0.022447
584,103,7,1011,579,0.635849,0.936364,0.09246,0.936364,0.90754,0.168301,0.655294,1.428921,0.022459
585,103,7,1010,580,0.63522,0.936364,0.092543,0.936364,0.907457,0.168438,0.654706,1.430205,0.022506
586,103,7,1009,581,0.634591,0.936364,0.092626,0.936364,0.907374,0.168576,0.654118,1.431491,0.022511
587,103,7,1008,582,0.633962,0.936364,0.092709,0.936364,0.907291,0.168714,0.653529,1.43278,0.022525
588,103,7,1007,583,0.633333,0.936364,0.092793,0.936364,0.907207,0.168852,0.652941,1.43407,0.022584
589,103,7,1006,584,0.632704,0.936364,0.092876,0.936364,0.907124,0.168991,0.652353,1.435364,0.022609
590,103,7,1005,585,0.632075,0.936364,0.09296,0.936364,0.90704,0.16913,0.651765,1.436659,0.022615
591,103,7,1004,586,0.631447,0.936364,0.093044,0.936364,0.906956,0.169269,0.651176,1.437957,0.022668
592,103,7,1003,587,0.630818,0.936364,0.093128,0.936364,0.906872,0.169408,0.650588,1.439257,0.022669
593,103,7,1002,588,0.630189,0.936364,0.093213,0.936364,0.906787,0.169547,0.65,1.440559,0.022682
594,103,7,1000,590,0.628931,0.936364,0.093382,0.936364,0.906618,0.169827,0.648824,1.443172,0.022696
595,103,7,999,591,0.628302,0.936364,0.093466,0.936364,0.906534,0.169967,0.648235,1.444481,0.022725
596,103,7,998,592,0.627673,0.936364,0.093551,0.936364,0.906449,0.170107,0.647647,1.445793,0.02273
597,103,7,997,593,0.627044,0.936364,0.093636,0.936364,0.906364,0.170248,0.647059,1.447107,0.022743
598,103,7,996,594,0.626415,0.936364,0.093722,0.936364,0.906278,0.170389,0.646471,1.448424,0.02276
599,103,7,995,595,0.625786,0.936364,0.093807,0.936364,0.906193,0.17053,0.645882,1.449743,0.022766
600,102,8,995,595,0.625786,0.927273,0.092981,0.927273,0.907019,0.169014,0.645294,1.436977,0.022791
601,102,8,994,596,0.625157,0.927273,0.093066,0.927273,0.906934,0.169154,0.644706,1.438288,0.022794
602,102,8,993,597,0.624528,0.927273,0.093151,0.927273,0.906849,0.169295,0.644118,1.439601,0.022799
603,102,8,992,598,0.623899,0.927273,0.093236,0.927273,0.906764,0.169435,0.643529,1.440917,0.022799
604,102,8,991,599,0.62327,0.927273,0.093321,0.927273,0.906679,0.169576,0.642941,1.442236,0.022845
605,102,8,990,600,0.622642,0.927273,0.093407,0.927273,0.906593,0.169717,0.642353,1.443556,0.022849
606,102,8,989,601,0.622013,0.927273,0.093492,0.927273,0.906508,0.169858,0.641765,1.44488,0.022855
607,102,8,988,602,0.621384,0.927273,0.093578,0.927273,0.906422,0.17,0.641176,1.446205,0.022867
608,102,8,987,603,0.620755,0.927273,0.093664,0.927273,0.906336,0.170142,0.640588,1.447533,0.022891
609,102,8,986,604,0.620126,0.927273,0.09375,0.927273,0.90625,0.170284,0.64,1.448864,0.022893
610,102,8,985,605,0.619497,0.927273,0.093836,0.927273,0.906164,0.170426,0.639412,1.450197,0.022912
611,102,8,984,606,0.618868,0.927273,0.093923,0.927273,0.906077,0.170569,0.638824,1.451532,0.022924
612,102,8,983,607,0.618239,0.927273,0.094009,0.927273,0.905991,0.170711,0.638235,1.45287,0.02302
613,102,8,982,608,0.61761,0.927273,0.094096,0.927273,0.905904,0.170854,0.637647,1.45421,0.023076
614,102,8,981,609,0.616981,0.927273,0.094183,0.927273,0.905817,0.170997,0.637059,1.455553,0.023091
615,102,8,980,610,0.616352,0.927273,0.09427,0.927273,0.90573,0.171141,0.636471,1.456898,0.023125
616,102,8,979,611,0.615723,0.927273,0.094357,0.927273,0.905643,0.171285,0.635882,1.458246,0.023183
617,101,9,979,611,0.615723,0.918182,0.093519,0.918182,0.906481,0.169748,0.635294,1.445286,0.023192
618,101,9,978,612,0.615094,0.918182,0.093605,0.918182,0.906395,0.169891,0.634706,1.446626,0.023213
619,101,9,977,613,0.614465,0.918182,0.093692,0.918182,0.906308,0.170034,0.634118,1.447968,0.023225
620,101,9,976,614,0.613836,0.918182,0.093779,0.918182,0.906221,0.170177,0.633529,1.449312,0.023264
621,101,9,975,615,0.613208,0.918182,0.093866,0.918182,0.906134,0.17032,0.632941,1.450659,0.023355
622,101,9,974,616,0.612579,0.918182,0.093953,0.918182,0.906047,0.170464,0.632353,1.452008,0.023381
623,101,9,973,617,0.61195,0.918182,0.094041,0.918182,0.905959,0.170608,0.631765,1.45336,0.023408
624,101,9,972,618,0.611321,0.918182,0.094129,0.918182,0.905871,0.170752,0.631176,1.454715,0.023415
625,101,9,971,619,0.610692,0.918182,0.094216,0.918182,0.905784,0.170897,0.630588,1.456072,0.023504
626,101,9,970,620,0.610063,0.918182,0.094304,0.918182,0.905696,0.171041,0.63,1.457431,0.023516
627,101,9,969,621,0.609434,0.918182,0.094393,0.918182,0.905607,0.171186,0.629412,1.458794,0.023589
628,101,9,968,622,0.608805,0.918182,0.094481,0.918182,0.905519,0.171332,0.628824,1.460158,0.023661
629,101,9,967,623,0.608176,0.918182,0.094569,0.918182,0.905431,0.171477,0.628235,1.461525,0.023681
630,101,9,966,624,0.607547,0.918182,0.094658,0.918182,0.905342,0.171623,0.627647,1.462895,0.023711
631,101,9,965,625,0.606918,0.918182,0.094747,0.918182,0.905253,0.171769,0.627059,1.464267,0.023754
632,101,9,964,626,0.606289,0.918182,0.094836,0.918182,0.905164,0.171915,0.626471,1.465642,0.023766
633,101,9,963,627,0.60566,0.918182,0.094925,0.918182,0.905075,0.172061,0.625882,1.46702,0.023772
634,101,9,962,628,0.605031,0.918182,0.095014,0.918182,0.904986,0.172208,0.625294,1.4684,0.023777
635,101,9,961,629,0.604403,0.918182,0.095104,0.918182,0.904896,0.172355,0.624706,1.469783,0.023831
636,101,9,960,630,0.603774,0.918182,0.095193,0.918182,0.904807,0.172502,0.624118,1.471168,0.023867
637,101,9,959,631,0.603145,0.918182,0.095283,0.918182,0.904717,0.17265,0.623529,1.472556,0.023874
638,101,9,958,632,0.602516,0.918182,0.095373,0.918182,0.904627,0.172797,0.622941,1.473946,0.023877
639,101,9,957,633,0.601887,0.918182,0.095463,0.918182,0.904537,0.172945,0.622353,1.475339,0.023877
640,101,9,956,634,0.601258,0.918182,0.095553,0.918182,0.904447,0.173093,0.621765,1.476735,0.0239
641,101,9,955,635,0.600629,0.918182,0.095644,0.918182,0.904356,0.173242,0.621176,1.478134,0.023941
642,101,9,954,636,0.6,0.918182,0.095735,0.918182,0.904265,0.173391,0.620588,1.479535,0.024001
643,101,9,953,637,0.599371,0.918182,0.095825,0.918182,0.904175,0.17354,0.62,1.480938,0.024029
644,101,9,952,638,0.598742,0.918182,0.095916,0.918182,0.904084,0.173689,0.619412,1.482345,0.024037
645,101,9,951,639,0.598113,0.918182,0.096008,0.918182,0.903992,0.173838,0.618824,1.483754,0.024038
646,101,9,950,640,0.597484,0.918182,0.096099,0.918182,0.903901,0.173988,0.618235,1.485166,0.024161
647,101,9,949,641,0.596855,0.918182,0.09619,0.918182,0.90381,0.174138,0.617647,1.48658,0.024179
648,101,9,948,642,0.596226,0.918182,0.096282,0.918182,0.903718,0.174288,0.617059,1.487997,0.0242
649,101,9,947,643,0.595597,0.918182,0.096374,0.918182,0.903626,0.174439,0.616471,1.489417,0.024214
650,101,9,946,644,0.594969,0.918182,0.096466,0.918182,0.903534,0.174589,0.615882,1.49084,0.024252
651,101,9,945,645,0.59434,0.918182,0.096558,0.918182,0.903442,0.17474,0.615294,1.492265,0.02431
652,101,9,944,646,0.593711,0.918182,0.096651,0.918182,0.903349,0.174892,0.614706,1.493693,0.024393
653,101,9,943,647,0.593082,0.918182,0.096743,0.918182,0.903257,0.175043,0.614118,1.495124,0.024468
654,101,9,942,648,0.592453,0.918182,0.096836,0.918182,0.903164,0.175195,0.613529,1.496557,0.024539
655,101,9,941,649,0.591824,0.918182,0.096929,0.918182,0.903071,0.175347,0.612941,1.497993,0.024556
656,101,9,940,650,0.591195,0.918182,0.097022,0.918182,0.902978,0.1755,0.612353,1.499432,0.024585
657,101,9,939,651,0.590566,0.918182,0.097115,0.918182,0.902885,0.175652,0.611765,1.500874,0.02473
658,101,9,938,652,0.589937,0.918182,0.097209,0.918182,0.902791,0.175805,0.611176,1.502319,0.024745
659,101,9,937,653,0.589308,0.918182,0.097303,0.918182,0.902697,0.175958,0.610588,1.503766,0.024875
660,101,9,936,654,0.588679,0.918182,0.097396,0.918182,0.902604,0.176112,0.61,1.505216,0.024885
661,101,9,935,655,0.58805,0.918182,0.09749,0.918182,0.90251,0.176265,0.609412,1.506669,0.02489
662,101,9,934,656,0.587421,0.918182,0.097585,0.918182,0.902415,0.176419,0.608824,1.508125,0.025088
663,101,9,933,657,0.586792,0.918182,0.097679,0.918182,0.902321,0.176573,0.608235,1.509583,0.025149
664,101,9,932,658,0.586164,0.918182,0.097773,0.918182,0.902227,0.176728,0.607647,1.511045,0.025185
665,101,9,931,659,0.585535,0.918182,0.097868,0.918182,0.902132,0.176883,0.607059,1.512509,0.025187
666,101,9,930,660,0.584906,0.918182,0.097963,0.918182,0.902037,0.177038,0.606471,1.513976,0.02522
667,100,10,930,660,0.584906,0.909091,0.097087,0.909091,0.902913,0.175439,0.605882,1.500441,0.025221
668,100,10,929,661,0.584277,0.909091,0.097182,0.909091,0.902818,0.175593,0.605294,1.501899,0.025224
669,99,11,929,661,0.584277,0.9,0.096304,0.9,0.903696,0.173989,0.604706,1.488327,0.025247
670,99,11,928,662,0.583648,0.9,0.096397,0.9,0.903603,0.174142,0.604118,1.489776,0.025273
671,99,11,927,663,0.583019,0.9,0.096491,0.9,0.903509,0.174296,0.603529,1.491228,0.025282
672,99,11,926,664,0.58239,0.9,0.096585,0.9,0.903415,0.174449,0.602941,1.492683,0.025474
673,99,11,925,665,0.581761,0.9,0.09668,0.9,0.90332,0.174603,0.602353,1.494141,0.025627
674,99,11,924,666,0.581132,0.9,0.096774,0.9,0.903226,0.174757,0.601765,1.495601,0.025705
675,99,11,923,667,0.580503,0.9,0.096869,0.9,0.903131,0.174912,0.601176,1.497065,0.025791
676,99,11,922,668,0.579874,0.9,0.096964,0.9,0.903036,0.175066,0.600588,1.498531,0.02585
677,99,11,921,669,0.579245,0.9,0.097059,0.9,0.902941,0.175221,0.6,1.5,0.025924
678,99,11,920,670,0.578616,0.9,0.097154,0.9,0.902846,0.175376,0.599412,1.501472,0.02599
679,99,11,919,671,0.577987,0.9,0.09725,0.9,0.90275,0.175532,0.598824,1.502947,0.026022
680,99,11,918,672,0.577358,0.9,0.097345,0.9,0.902655,0.175688,0.598235,1.504425,0.026073
681,99,11,917,673,0.57673,0.9,0.097441,0.9,0.902559,0.175844,0.597647,1.505906,0.026123
682,99,11,916,674,0.576101,0.9,0.097537,0.9,0.902463,0.176,0.597059,1.507389,0.026146
683,99,11,915,675,0.575472,0.9,0.097633,0.9,0.902367,0.176157,0.596471,1.508876,0.026176
684,99,11,914,676,0.574843,0.9,0.09773,0.9,0.90227,0.176313,0.595882,1.510365,0.026197
685,99,11,913,677,0.574214,0.9,0.097826,0.9,0.902174,0.176471,0.595294,1.511858,0.026338
686,99,11,912,678,0.573585,0.9,0.097923,0.9,0.902077,0.176628,0.594706,1.513353,0.026364
687,99,11,911,679,0.572956,0.9,0.09802,0.9,0.90198,0.176786,0.594118,1.514851,0.026371
688,99,11,910,680,0.572327,0.9,0.098117,0.9,0.901883,0.176944,0.593529,1.516353,0.02638
689,99,11,909,681,0.571698,0.9,0.098214,0.9,0.901786,0.177102,0.592941,1.517857,0.026422
690,99,11,908,682,0.571069,0.9,0.098312,0.9,0.901688,0.177261,0.592353,1.519364,0.026525
691,99,11,907,683,0.57044,0.9,0.09841,0.9,0.90159,0.177419,0.591765,1.520875,0.026536
692,99,11,906,684,0.569811,0.9,0.098507,0.9,0.901493,0.177578,0.591176,1.522388,0.026663
693,99,11,905,685,0.569182,0.9,0.098606,0.9,0.901394,0.177738,0.590588,1.523904,0.026684
694,99,11,904,686,0.568553,0.9,0.098704,0.9,0.901296,0.177898,0.59,1.525424,0.026701
695,99,11,903,687,0.567925,0.9,0.098802,0.9,0.901198,0.178058,0.589412,1.526946,0.026728
696,99,11,902,688,0.567296,0.9,0.098901,0.9,0.901099,0.178218,0.588824,1.528472,0.026742
697,99,11,901,689,0.566667,0.9,0.099,0.9,0.901,0.178378,0.588235,1.53,0.026756
698,99,11,900,690,0.566038,0.9,0.099099,0.9,0.900901,0.178539,0.587647,1.531532,0.026758
699,99,11,899,691,0.565409,0.9,0.099198,0.9,0.900802,0.1787,0.587059,1.533066,0.026807
700,99,11,898,692,0.56478,0.9,0.099298,0.9,0.900702,0.178862,0.586471,1.534604,0.026862
701,99,11,897,693,0.564151,0.9,0.099398,0.9,0.900602,0.179024,0.585882,1.536145,0.026893
702,99,11,896,694,0.563522,0.9,0.099497,0.9,0.900503,0.179186,0.585294,1.537688,0.026922
703,99,11,895,695,0.562893,0.9,0.099598,0.9,0.900402,0.179348,0.584706,1.539235,0.026936
704,99,11,894,696,0.562264,0.9,0.099698,0.9,0.900302,0.17951,0.584118,1.540785,0.027035
705,99,11,893,697,0.561635,0.9,0.099798,0.9,0.900202,0.179673,0.583529,1.542339,0.027048
706,99,11,892,698,0.561006,0.9,0.099899,0.9,0.900101,0.179837,0.582941,1.543895,0.027072
707,99,11,891,699,0.560377,0.9,0.1,0.9,0.9,0.18,0.582353,1.545455,0.027149
708,99,11,890,700,0.559748,0.9,0.100101,0.9,0.899899,0.180164,0.581765,1.547017,0.027178
709,99,11,889,701,0.559119,0.9,0.100202,0.9,0.899798,0.180328,0.581176,1.548583,0.027194
710,99,11,888,702,0.558491,0.9,0.100304,0.9,0.899696,0.180492,0.580588,1.550152,0.027195
711,99,11,887,703,0.557862,0.9,0.100406,0.9,0.899594,0.180657,0.58,1.551724,0.027309
712,99,11,886,704,0.557233,0.9,0.100508,0.9,0.899492,0.180822,0.579412,1.553299,0.027316
713,99,11,885,705,0.556604,0.9,0.10061,0.9,0.89939,0.180987,0.578824,1.554878,0.027403
714,99,11,884,706,0.555975,0.9,0.100712,0.9,0.899288,0.181153,0.578235,1.55646,0.027425
715,99,11,883,707,0.555346,0.9,0.100815,0.9,0.899185,0.181319,0.577647,1.558045,0.027495
716,99,11,882,708,0.554717,0.9,0.100917,0.9,0.899083,0.181485,0.577059,1.559633,0.027735
717,99,11,881,709,0.554088,0.9,0.10102,0.9,0.89898,0.181651,0.576471,1.561224,0.027768
718,99,11,880,710,0.553459,0.9,0.101124,0.9,0.898876,0.181818,0.575882,1.562819,0.027772
719,99,11,879,711,0.55283,0.9,0.101227,0.9,0.898773,0.181985,0.575294,1.564417,0.027778
720,99,11,878,712,0.552201,0.9,0.101331,0.9,0.898669,0.182153,0.574706,1.566018,0.027828
721,99,11,877,713,0.551572,0.9,0.101434,0.9,0.898566,0.18232,0.574118,1.567623,0.027913
722,99,11,876,714,0.550943,0.9,0.101538,0.9,0.898462,0.182488,0.573529,1.569231,0.027994
723,99,11,875,715,0.550314,0.9,0.101643,0.9,0.898357,0.182657,0.572941,1.570842,0.028009
724,99,11,874,716,0.549686,0.9,0.101747,0.9,0.898253,0.182825,0.572353,1.572456,0.028053
725,99,11,873,717,0.549057,0.9,0.101852,0.9,0.898148,0.182994,0.571765,1.574074,0.028128
726,99,11,872,718,0.548428,0.9,0.101957,0.9,0.898043,0.183164,0.571176,1.575695,0.028244
727,99,11,871,719,0.547799,0.9,0.102062,0.9,0.897938,0.183333,0.570588,1.57732,0.028272
728,99,11,870,720,0.54717,0.9,0.102167,0.9,0.897833,0.183503,0.57,1.578947,0.028289
729,99,11,869,721,0.546541,0.9,0.102273,0.9,0.897727,0.183673,0.569412,1.580579,0.028313
730,99,11,868,722,0.545912,0.9,0.102378,0.9,0.897622,0.183844,0.568824,1.582213,0.028356
731,99,11,867,723,0.545283,0.9,0.102484,0.9,0.897516,0.184015,0.568235,1.583851,0.028402
732,99,11,866,724,0.544654,0.9,0.102591,0.9,0.897409,0.184186,0.567647,1.585492,0.028433
733,99,11,865,725,0.544025,0.9,0.102697,0.9,0.897303,0.184358,0.567059,1.587137,0.028455
734,99,11,864,726,0.543396,0.9,0.102804,0.9,0.897196,0.184529,0.566471,1.588785,0.028479
735,99,11,863,727,0.542767,0.9,0.102911,0.9,0.897089,0.184701,0.565882,1.590437,0.028522
736,99,11,862,728,0.542138,0.9,0.103018,0.9,0.896982,0.184874,0.565294,1.592092,0.028534
737,99,11,861,729,0.541509,0.9,0.103125,0.9,0.896875,0.185047,0.564706,1.59375,0.028548
738,99,11,860,730,0.540881,0.9,0.103233,0.9,0.896767,0.18522,0.564118,1.595412,0.028588
739,99,11,859,731,0.540252,0.9,0.10334,0.9,0.89666,0.185393,0.563529,1.597077,0.02864
740,99,11,858,732,0.539623,0.9,0.103448,0.9,0.896552,0.185567,0.562941,1.598746,0.028643
741,99,11,857,733,0.538994,0.9,0.103556,0.9,0.896444,0.185741,0.562353,1.600418,0.028671
742,99,11,856,734,0.538365,0.9,0.103665,0.9,0.896335,0.185915,0.561765,1.602094,0.028931
743,99,11,855,735,0.537736,0.9,0.103774,0.9,0.896226,0.18609,0.561176,1.603774,0.029002
744,99,11,854,736,0.537107,0.9,0.103882,0.9,0.896118,0.186265,0.560588,1.605456,0.029139
745,99,11,853,737,0.536478,0.9,0.103992,0.9,0.896008,0.186441,0.56,1.607143,0.029168
746,99,11,852,738,0.535849,0.9,0.104101,0.9,0.895899,0.186616,0.559412,1.608833,0.029207
747,99,11,851,739,0.53522,0.9,0.104211,0.9,0.895789,0.186792,0.558824,1.610526,0.02925
748,99,11,850,740,0.534591,0.9,0.10432,0.9,0.89568,0.186969,0.558235,1.612223,0.029251
749,99,11,849,741,0.533962,0.9,0.10443,0.9,0.89557,0.187146,0.557647,1.613924,0.029271
